gene_name	Ensemble_id
ASPHD1	ENSG00000174939
KCTD13	ENSG00000174943
AMZ1	ENSG00000174945
DHX36	ENSG00000174953
KLC2	ENSG00000174996
CTBP2	ENSG00000175029
C17orf76-AS1	ENSG00000175061
SPSB4	ENSG00000175093
MRPS22	ENSG00000175110
MARCKSL1	ENSG00000175130
CADM2	ENSG00000175161
PSMD2	ENSG00000175166
FAM131A	ENSG00000175182
PARL	ENSG00000175193
DDIT3	ENSG00000175197
PCCA	ENSG00000175198
DCTN2	ENSG00000175203
NPPA	ENSG00000175206
ZNF408	ENSG00000175213
CTDSP2	ENSG00000175215
CKAP5	ENSG00000175216
ARHGAP1	ENSG00000175220
MED16	ENSG00000175221
ATG13	ENSG00000175224
GAL3ST3	ENSG00000175229
GOLGA8A	ENSG00000175265
DOLK	ENSG00000175283
AGXT2L2	ENSG00000175309
ZNF519	ENSG00000175322
LSM1	ENSG00000175324
BANF1	ENSG00000175334
TMEM9B	ENSG00000175348
PTPN2	ENSG00000175354
EIF1AD	ENSG00000175376
SMAD2	ENSG00000175387
EIF3F	ENSG00000175390
ZNF25	ENSG00000175395
CLTB	ENSG00000175416
LPL	ENSG00000175445
CCDC14	ENSG00000175455
PPP2R2D	ENSG00000175470
POLD4	ENSG00000175482
DRAP1	ENSG00000175550
C11orf68	ENSG00000175573
PAAF1	ENSG00000175575
MRPL48	ENSG00000175581
RAB6A	ENSG00000175582
CCDC85B	ENSG00000175602
TMEM70	ENSG00000175606
LINC00476	ENSG00000175611
RPS6KB2	ENSG00000175634
TOM1L2	ENSG00000175662
LINC00116	ENSG00000175701
B3GNTL1	ENSG00000175711
AURKAIP1	ENSG00000175756
TOMM5	ENSG00000175768
SLC35E3	ENSG00000175782
RUVBL1	ENSG00000175792
MSRA	ENSG00000175806
CTDNEP1	ENSG00000175826
SWI5	ENSG00000175854
BAIAP2	ENSG00000175866
ZDHHC21	ENSG00000175893
PLEKHF2	ENSG00000175895
ARL4D	ENSG00000175906
LRRN1	ENSG00000175928
JAKMIP2	ENSG00000176049
SLC35A4	ENSG00000176087
IP6K1	ENSG00000176095
SSNA1	ENSG00000176101
CSTF3	ENSG00000176102
YES1	ENSG00000176105
CHMP6	ENSG00000176108
DLEU1	ENSG00000176124
TMEM39A	ENSG00000176142
TCP11L1	ENSG00000176148
FOXG1	ENSG00000176165
BNIP3	ENSG00000176171
LRRTM4	ENSG00000176204
C8orf40	ENSG00000176209
ZNF404	ENSG00000176222
ANAPC2	ENSG00000176248
ZBTB8OS	ENSG00000176261
ZNF135	ENSG00000176293
COX8A	ENSG00000176340
ZSCAN2	ENSG00000176371
CDC26	ENSG00000176386
CRLF3	ENSG00000176390
RIMS2	ENSG00000176406
DNAJC30	ENSG00000176410
SPRYD4	ENSG00000176422
CLK2	ENSG00000176444
WDR25	ENSG00000176473
CCDC101	ENSG00000176476
GNG7	ENSG00000176533
RMDN1	ENSG00000176623
ACSF3	ENSG00000176715
C8orf59	ENSG00000176731
CDK5R1	ENSG00000176749
RUFY1	ENSG00000176783
BASP1	ENSG00000176788
VSIG10	ENSG00000176834
WSB2	ENSG00000176871
SOX11	ENSG00000176887
TYMS	ENSG00000176890
PXMP2	ENSG00000176894
PNMA1	ENSG00000176903
THAP4	ENSG00000176946
NFATC2IP	ENSG00000176953
LY6H	ENSG00000176956
FIBIN	ENSG00000176971
DPP7	ENSG00000176978
SEC24C	ENSG00000176986
DEAF1	ENSG00000177030
TMEM80	ENSG00000177042
ZDHHC13	ENSG00000177054
SLC38A9	ENSG00000177058
WDR73	ENSG00000177082
DSCAML1	ENSG00000177103
RHOG	ENSG00000177105
ZDHHC22	ENSG00000177108
NUDT4P1	ENSG00000177144
FAM210A	ENSG00000177150
TALDO1	ENSG00000177156
CLVS1	ENSG00000177182
CHD9	ENSG00000177200
PDDC1	ENSG00000177225
MAN1B1	ENSG00000177239
KCNA2	ENSG00000177301
TOP3A	ENSG00000177302
CASKIN2	ENSG00000177303
ZBTB38	ENSG00000177311
DLGAP1-AS1	ENSG00000177337
TIMM22	ENSG00000177370
MAGEF1	ENSG00000177383
ZFAS1	ENSG00000177410
SMCR7	ENSG00000177427
NAP1L5	ENSG00000177432
NIM1	ENSG00000177453
ARIH2	ENSG00000177479
ZBTB33	ENSG00000177485
ST8SIA3	ENSG00000177511
RPRM	ENSG00000177519
SLC25A22	ENSG00000177542
ATOX1	ENSG00000177556
TBL1XR1	ENSG00000177565
C18orf32	ENSG00000177576
PIDD	ENSG00000177595
RPLP2	ENSG00000177600
JUN	ENSG00000177606
CSTF2T	ENSG00000177613
GBA	ENSG00000177628
ACAD9	ENSG00000177646
PNPLA2	ENSG00000177666
SRRM3	ENSG00000177679
THAP5	ENSG00000177683
CD151	ENSG00000177697
POLR2L	ENSG00000177700
KIAA0195	ENSG00000177728
FLII	ENSG00000177731
HNRNPA0	ENSG00000177733
KCNJ10	ENSG00000177807
CHID1	ENSG00000177830
PCDHB9	ENSG00000177839
ZNF620	ENSG00000177842
TMEM187	ENSG00000177854
CCDC23	ENSG00000177868
ZNF619	ENSG00000177873
AP3S1	ENSG00000177879
GRB2	ENSG00000177885
UBE2N	ENSG00000177889
ARL6IP6	ENSG00000177917
CENPBD1	ENSG00000177946
BET1L	ENSG00000177951
RPS27	ENSG00000177954
RIC8A	ENSG00000177963
IMP3	ENSG00000177971
ASB8	ENSG00000177981
FAM211B	ENSG00000178026
DMAP1	ENSG00000178028
IMPDH2	ENSG00000178035
MLF1	ENSG00000178053
NDUFAF3	ENSG00000178057
C2orf69	ENSG00000178074
BOLA1	ENSG00000178096
PDE4DIP	ENSG00000178104
DDX10	ENSG00000178105
NDUFV2	ENSG00000178127
DALRD3	ENSG00000178149
ZNF114	ENSG00000178150
LCORL	ENSG00000178177
ZNF454	ENSG00000178187
TMEM151B	ENSG00000178233
GALNT11	ENSG00000178234
SLITRK1	ENSG00000178235
WDR6	ENSG00000178252
AQP11	ENSG00000178301
TMEM11	ENSG00000178307
ZFAND2A	ENSG00000178381
FAM220A	ENSG00000178397
GLDC	ENSG00000178445
COX14	ENSG00000178449
P4HTM	ENSG00000178467
DTX3	ENSG00000178498
KLHL11	ENSG00000178502
CA8	ENSG00000178538
EPM2AIP1	ENSG00000178567
GTPBP6	ENSG00000178605
CSRNP3	ENSG00000178662
SUZ12	ENSG00000178691
NSUN3	ENSG00000178694
GRINA	ENSG00000178719
COX5A	ENSG00000178741
FAM219B	ENSG00000178761
ZHX2	ENSG00000178764
MPI	ENSG00000178802
EXOSC4	ENSG00000178896
TAF7	ENSG00000178913
HYI	ENSG00000178922
C17orf62	ENSG00000178927
GAK	ENSG00000178950
TUFM	ENSG00000178952
RMI1	ENSG00000178966
CTC1	ENSG00000178971
FBXO34	ENSG00000178974
SEPW1	ENSG00000178980
EIF3K	ENSG00000178982
MRFAP1L1	ENSG00000178988
MRFAP1	ENSG00000179010
C3orf38	ENSG00000179021
TMEM107	ENSG00000179029
RRS1	ENSG00000179041
RCC2	ENSG00000179051
DPM3	ENSG00000179085
CYC1	ENSG00000179091
PER1	ENSG00000179094
FARSA	ENSG00000179115
EDC3	ENSG00000179151
TCAIM	ENSG00000179152
ZNF664	ENSG00000179195
CALR	ENSG00000179218
MAGED1	ENSG00000179222
LDLRAD3	ENSG00000179241
RAD23A	ENSG00000179262
GADD45GIP1	ENSG00000179271
DAND5	ENSG00000179284
PTPN11	ENSG00000179295
WSCD1	ENSG00000179314
CLK3	ENSG00000179335
PACS2	ENSG00000179364
GEMIN4	ENSG00000179409
KLHL28	ENSG00000179454
MKRN3	ENSG00000179455
SLC17A8	ENSG00000179520
LOC645212	ENSG00000179523
SHARPIN	ENSG00000179526
DNHD1	ENSG00000179532
GCC1	ENSG00000179562
CDC42EP4	ENSG00000179604
MAF1	ENSG00000179632
MROH1	ENSG00000179832
LOC284023	ENSG00000179859
PDXDC1	ENSG00000179889
ZNF154	ENSG00000179909
R3HDM2	ENSG00000179912
NRXN1	ENSG00000179915
SEPHS2	ENSG00000179918
C14orf119	ENSG00000179933
BBS10	ENSG00000179941
PUF60	ENSG00000179950
DCTPP1	ENSG00000179958
ZNF771	ENSG00000179965
TSHZ1	ENSG00000179981
PSTK	ENSG00000179988
SPDYE7P	ENSG00000179994
TRNAU1AP	ENSG00000180098
EXOC3	ENSG00000180104
FAHD1	ENSG00000180185
PRKRA	ENSG00000180228
OAZ2	ENSG00000180304
CCDC43	ENSG00000180329
PAK2	ENSG00000180370
CCDC66	ENSG00000180376
MCFD2	ENSG00000180398
HARBI1	ENSG00000180423
C11orf71	ENSG00000180425
GLIPR1L2	ENSG00000180481
RNF182	ENSG00000180537
HIST1H2AC	ENSG00000180573
MB21D2	ENSG00000180611
SSTR2	ENSG00000180616
PCGF5	ENSG00000180628
LOC100271836	ENSG00000180747
ZDHHC20	ENSG00000180776
ZFP3	ENSG00000180787
PPA1	ENSG00000180817
PSMG4	ENSG00000180822
SSR4	ENSG00000180879
D2HGDH	ENSG00000180902
PITPNB	ENSG00000180957
TCEAL8	ENSG00000180964
LRRC57	ENSG00000180979
MRPL14	ENSG00000180992
ZFP82	ENSG00000181007
AEN	ENSG00000181026
TRAPPC5	ENSG00000181029
METTL23	ENSG00000181038
SLC26A11	ENSG00000181045
HIGD1A	ENSG00000181061
EHMT1	ENSG00000181090
F2R	ENSG00000181104
NPM1	ENSG00000181163
PJA1	ENSG00000181191
DHTKD1	ENSG00000181192
HIST3H2A	ENSG00000181218
POLR2A	ENSG00000181222
TMEM136	ENSG00000181264
ZNF322	ENSG00000181315
OGFOD3	ENSG00000181396
WASH1	ENSG00000181404
SOX2	ENSG00000181449
TMEM45A	ENSG00000181458
RAP2B	ENSG00000181467
SGSH	ENSG00000181523
SETD2	ENSG00000181555
MRPS23	ENSG00000181610
SLX1B	ENSG00000181625
HKR1	ENSG00000181666
YIPF6	ENSG00000181704
ZBTB20	ENSG00000181722
C3orf58	ENSG00000181744
C5orf30	ENSG00000181751
COPG1	ENSG00000181789
SLC9A9	ENSG00000181804
LSM10	ENSG00000181817
RELL1	ENSG00000181826
RFX7	ENSG00000181827
RNF41	ENSG00000181852
C5orf24	ENSG00000181904
COA4	ENSG00000181924
PRKAG1	ENSG00000181929
MRPS11	ENSG00000181991
SNRPE	ENSG00000182004
PNMAL1	ENSG00000182013
CHST15	ENSG00000182022
IDH2	ENSG00000182054
TMEM259	ENSG00000182087
WRB	ENSG00000182093
NOP10	ENSG00000182117
KCNIP1	ENSG00000182132
TDRKH	ENSG00000182134
ZNF708	ENSG00000182141
IST1	ENSG00000182149
ERCC6L2	ENSG00000182150
MRPL41	ENSG00000182154
CREB3L2	ENSG00000182158
TP53TG1	ENSG00000182165
TSEN54	ENSG00000182173
RGMA	ENSG00000182175
MRPS16	ENSG00000182180
LDOC1	ENSG00000182195
ARL6IP4	ENSG00000182196
SHMT2	ENSG00000182199
MOB2	ENSG00000182208
ATP6AP2	ENSG00000182220
UBE2E2	ENSG00000182247
B4GALNT4	ENSG00000182272
AP1S2	ENSG00000182287
C8orf33	ENSG00000182307
YBEY	ENSG00000182362
PLCXD1	ENSG00000182378
TRAPPC6B	ENSG00000182400
NPLOC4	ENSG00000182446
EXOC7	ENSG00000182473
KPNA2	ENSG00000182481
CEP97	ENSG00000182504
GLRX5	ENSG00000182512
FAM104B	ENSG00000182518
MXRA7	ENSG00000182534
MFSD5	ENSG00000182544
ADI1	ENSG00000182551
RWDD4	ENSG00000182552
SATB1	ENSG00000182568
TRAK1	ENSG00000182606
SKA2	ENSG00000182628
NDN	ENSG00000182636
NTM	ENSG00000182667
TTC3	ENSG00000182670
TSKU	ENSG00000182704
ANXA2	ENSG00000182718
PAQR7	ENSG00000182749
NGRN	ENSG00000182768
GRID1	ENSG00000182771
RPS17	ENSG00000182774
TMEM198B	ENSG00000182796
CRIP2	ENSG00000182809
DDX28	ENSG00000182810
ACBD3	ENSG00000182827
RRP7B	ENSG00000182841
ALG12	ENSG00000182858
RBM10	ENSG00000182872
RPL35A	ENSG00000182899
SLC25A18	ENSG00000182902
ZNF721	ENSG00000182903
TCEAL7	ENSG00000182916
C11orf54	ENSG00000182919
CEP63	ENSG00000182923
SRPR	ENSG00000182934
EWSR1	ENSG00000182944
HMGN4	ENSG00000182952
SPATA13	ENSG00000182957
CNOT10	ENSG00000182973
CADM1	ENSG00000182985
PYCR1	ENSG00000183010
LSMD1	ENSG00000183011
SLC8A1	ENSG00000183023
ABAT	ENSG00000183044
CAMK1D	ENSG00000183049
AFMID	ENSG00000183077
CSMD1	ENSG00000183117
GPR19	ENSG00000183150
RABIF	ENSG00000183155
FANCF	ENSG00000183161
C22orf32	ENSG00000183172
RUVBL2	ENSG00000183207
PTTG1IP	ENSG00000183255
DDX41	ENSG00000183258
DAZAP2	ENSG00000183283
SEP15	ENSG00000183291
ZNF623	ENSG00000183309
BOLA2	ENSG00000183336
KIAA2026	ENSG00000183354
CCDC159	ENSG00000183401
NPIP	ENSG00000183426
SF3A3	ENSG00000183431
GTF2H2C	ENSG00000183474
PI4KAP2	ENSG00000183506
COA5	ENSG00000183513
UTP11L	ENSG00000183520
PSMG1	ENSG00000183527
PRR14L	ENSG00000183530
KLRC4	ENSG00000183542
PCBP3	ENSG00000183570
SETD3	ENSG00000183576
TANGO2	ENSG00000183597
LOC595101	ENSG00000183604
SFXN4	ENSG00000183605
MRPL54	ENSG00000183617
ZNF438	ENSG00000183621
C3orf37	ENSG00000183624
DGCR6	ENSG00000183628
NDUFB1	ENSG00000183648
KLHL25	ENSG00000183655
FAM19A1	ENSG00000183662
TRMT12	ENSG00000183665
GUSBP1	ENSG00000183666
NOG	ENSG00000183691
OPCML	ENSG00000183715
TRIM52	ENSG00000183718
LHFP	ENSG00000183722
TMEM50A	ENSG00000183726
TBK1	ENSG00000183735
TBL3	ENSG00000183751
RBM12B	ENSG00000183808
TOB2	ENSG00000183864
TTC32	ENSG00000183891
COA3	ENSG00000183978
PTP4A2	ENSG00000184007
ACTG1	ENSG00000184009
DENND5A	ENSG00000184014
DIABLO	ENSG00000184047
VPS33B	ENSG00000184056
UQCR10	ENSG00000184076
FAM120C	ENSG00000184083
EIF3C	ENSG00000184110
NIPSNAP1	ENSG00000184117
LRTOMT	ENSG00000184154
NR2C2AP	ENSG00000184162
CRELD2	ENSG00000184164
SCFD2	ENSG00000184178
UBE2F	ENSG00000184182
PPP1R2	ENSG00000184203
TSPYL2	ENSG00000184205
SNRNP35	ENSG00000184209
IRAK1	ENSG00000184216
CMSS1	ENSG00000184220
OLIG1	ENSG00000184221
PCDH9	ENSG00000184226
CDR1	ENSG00000184258
TM2D3	ENSG00000184277
TSSC4	ENSG00000184281
PRKD1	ENSG00000184304
RPL23AP82	ENSG00000184319
PLA2G6	ENSG00000184381
MAML2	ENSG00000184384
KCND2	ENSG00000184408
TOP1MT	ENSG00000184428
COPB2	ENSG00000184432
THAP7	ENSG00000184436
TXNRD2	ENSG00000184470
POU3F2	ENSG00000184486
PTP4A3	ENSG00000184489
PROS1	ENSG00000184500
HDDC3	ENSG00000184508
ZFP1	ENSG00000184517
CEND1	ENSG00000184524
XPOT	ENSG00000184575
PDE4B	ENSG00000184588
SNN	ENSG00000184602
KCNH7	ENSG00000184611
NELL2	ENSG00000184613
KRBA2	ENSG00000184619
MED12	ENSG00000184634
ZNF93	ENSG00000184635
HIST2H2BE	ENSG00000184678
SEPT5 ENSG00000184702
EIF4ENIF1	ENSG00000184708
NDUFA12	ENSG00000184752
UBE2G2	ENSG00000184787
APOO	ENSG00000184831
TMED9	ENSG00000184840
TMEM186	ENSG00000184857
ARMCX2	ENSG00000184867
H1FX	ENSG00000184897
SUMO3	ENSG00000184900
IMMP2L	ENSG00000184903
TCEAL2	ENSG00000184905
PTRHD1	ENSG00000184924
ZFP90	ENSG00000184939
NOC4L	ENSG00000184967
USP18	ENSG00000184979
NDUFA6	ENSG00000184983
SIVA1	ENSG00000184990
AP3M1	ENSG00000185009
UBOX5	ENSG00000185019
MAFF	ENSG00000185022
BRF1	ENSG00000185024
CIB1	ENSG00000185043
ANKS1B	ENSG00000185046
NELFA	ENSG00000185049
SLC24A3	ENSG00000185052
INTS5	ENSG00000185085
RPS27L	ENSG00000185088
HSF1	ENSG00000185122
C6orf120	ENSG00000185127
PURA	ENSG00000185129
LRRC37B	ENSG00000185158
NOMO2	ENSG00000185164
ZNF445	ENSG00000185219
WBP5	ENSG00000185222
RAB11B	ENSG00000185236
PRMT3	ENSG00000185238
PRPF39	ENSG00000185246
ZNF74	ENSG00000185252
CCDC137	ENSG00000185298
ARL15	ENSG00000185305
CDK10	ENSG00000185324
TCN2	ENSG00000185339
HGS	ENSG00000185359
TNFAIP8L1	ENSG00000185361
RAD51D	ENSG00000185379
MRPL30	ENSG00000185414
TARSL2	ENSG00000185418
SMYD3	ENSG00000185420
METTL7A	ENSG00000185432
SH3BGR	ENSG00000185437
TMEM179B	ENSG00000185475
SDHAP1	ENSG00000185485
C17orf70	ENSG00000185504
BRCC3	ENSG00000185515
LSAMP	ENSG00000185565
WASH3P	ENSG00000185596
MRPL40	ENSG00000185608
PCGF3	ENSG00000185619
P4HB	ENSG00000185624
PSMD13	ENSG00000185627
PBX1	ENSG00000185630
ZFP36L1	ENSG00000185650
UBE2L3	ENSG00000185651
BRWD1	ENSG00000185658
SYN3	ENSG00000185666
ZBTB3	ENSG00000185670
DRG1	ENSG00000185721
ANKFY1	ENSG00000185722
YTHDF3	ENSG00000185728
IFIT1	ENSG00000185745
MORF4L1	ENSG00000185787
SLC52A2	ENSG00000185803
PIGP	ENSG00000185808
PCYT2	ENSG00000185813
BCAP31	ENSG00000185825
ARL17A	ENSG00000185829
CECR5-AS1	ENSG00000185837
GNB1L	ENSG00000185838
THNSL1	ENSG00000185875
ATP6V0C	ENSG00000185883
SGK196	ENSG00000185900
LINC00839	ENSG00000185904
KLHDC8B	ENSG00000185909
SETD4	ENSG00000185917
NKAIN3	ENSG00000185942
RNPC3	ENSG00000185946
ZNF267	ENSG00000185947
C7orf61	ENSG00000185955
BICD2	ENSG00000185963
TMLHE	ENSG00000185973
SLITRK2	ENSG00000185985
SDHAP3	ENSG00000185986
RASA3	ENSG00000185989
LRCH3	ENSG00000186001
NDUFA13	ENSG00000186010
ZNF529	ENSG00000186020
AIDA	ENSG00000186063
C15orf41	ENSG00000186073
ANKRD46	ENSG00000186106
C2orf76	ENSG00000186132
POLR3C	ENSG00000186141
WWOX	ENSG00000186153
CIDECP	ENSG00000186162
CCDC84	ENSG00000186166
SAPCD2	ENSG00000186193
MARC1	ENSG00000186205
BLOC1S4	ENSG00000186222
KLHL32	ENSG00000186231
TOR3A	ENSG00000186283
PPP1CC	ENSG00000186298
NAP1L3	ENSG00000186310
CA5BP1	ENSG00000186312
BACE1	ENSG00000186318
TMEM212	ENSG00000186329
THBS2	ENSG00000186340
ANKRD37	ENSG00000186352
LINC00643	ENSG00000186369
KRT10	ENSG00000186395
ZNF501	ENSG00000186446
ZNF197	ENSG00000186448
NAP1L2	ENSG00000186462
RPS23	ENSG00000186468
GNG2	ENSG00000186469
BTN3A2	ENSG00000186470
INSIG1	ENSG00000186480
MYT1L	ENSG00000186487
TMEM222	ENSG00000186501
SMYD4	ENSG00000186532
GPATCH8	ENSG00000186566
NF2	ENSG00000186575
C6orf1	ENSG00000186577
UBE2H	ENSG00000186591
KATNA1	ENSG00000186625
ARAP1	ENSG00000186635
PDE2A	ENSG00000186642
ZFP91	ENSG00000186660
C17orf58	ENSG00000186665
LYRM7	ENSG00000186687
BCR	ENSG00000186716
SPIN2B	ENSG00000186787
ZNF397	ENSG00000186812
ZSCAN30	ENSG00000186814
TPCN1	ENSG00000186815
HEXIM1	ENSG00000186834
MAPT	ENSG00000186868
TMEM17	ENSG00000186889
ZDHHC17	ENSG00000186908
C14orf23	ENSG00000186960
PTRH1	ENSG00000187024
TMEM216	ENSG00000187049
RPS19BP1	ENSG00000187051
C3orf70	ENSG00000187068
TEAD1	ENSG00000187079
PLCD1	ENSG00000187091
NAP1L1	ENSG00000187109
CMC1	ENSG00000187118
SLIT1	ENSG00000187122
TSPYL4	ENSG00000187189
MT1X	ENSG00000187193
FNBP1	ENSG00000187239
MAGED4B	ENSG00000187243
RSBN1L	ENSG00000187257
DCC	ENSG00000187323
TAF9B	ENSG00000187325
MAGI2	ENSG00000187391
LUZP2	ENSG00000187398
LHFPL3	ENSG00000187416
CHP1	ENSG00000187446
PTMA	ENSG00000187514
HSPA14	ENSG00000187522
USP7	ENSG00000187555
MAGEH1	ENSG00000187601
ZNF286A	ENSG00000187607
ISG15	ENSG00000187608
EXD3	ENSG00000187609
DHRS4L2	ENSG00000187630
ERC2	ENSG00000187672
TCEA1	ENSG00000187735
NHEJ1	ENSG00000187736
SECISBP2	ENSG00000187742
FAM69C	ENSG00000187773
MCRS1	ENSG00000187778
HIST1H1C	ENSG00000187837
PLSCR3	ENSG00000187838
EIF4EBP1	ENSG00000187840
SHISA7	ENSG00000187902
CYHR1	ENSG00000187954
DNER	ENSG00000187957
LOC728613	ENSG00000188002
MORN2	ENSG00000188010
UBQLN2	ENSG00000188021
ZNF490	ENSG00000188033
RAB42	ENSG00000188060
GPR89B	ENSG00000188092
MAPK12	ENSG00000188130
ZNF626	ENSG00000188171
LINC00265	ENSG00000188185
LAMTOR4	ENSG00000188186
PRKAR1B	ENSG00000188191
ZNF793	ENSG00000188227
TUBB4B	ENSG00000188229
AGAP8	ENSG00000188234
PP7080	ENSG00000188242
COMMD6	ENSG00000188243
ZNF669	ENSG00000188295
ZNF559	ENSG00000188321
SLC38A3	ENSG00000188338
GTF2F2	ENSG00000188342
FAM92A1	ENSG00000188343
CHM	ENSG00000188419
BLOC1S5	ENSG00000188428
CERKL	ENSG00000188452
H2AFX	ENSG00000188486
SRSF10	ENSG00000188529
DUSP28	ENSG00000188542
C15orf52	ENSG00000188549
NBR1	ENSG00000188554
CLN3	ENSG00000188603
SUMO2	ENSG00000188612
ZNF177	ENSG00000188629
LDOC1L	ENSG00000188636
S100A16	ENSG00000188643
C2orf80	ENSG00000188674
TEKT4P2	ENSG00000188681
UROS	ENSG00000188690
ZDHHC9	ENSG00000188706
SMIM15	ENSG00000188725
FAM221A	ENSG00000188732
RBM34	ENSG00000188739
TMEM198	ENSG00000188760
ZNF548	ENSG00000188785
NHLRC3	ENSG00000188811
ZDHHC11	ENSG00000188818
RPL14	ENSG00000188846
MSL1	ENSG00000188895
FAM120AOS	ENSG00000188938
NOC2L	ENSG00000188976
ZNF292	ENSG00000188994
NDUFA4	ENSG00000189043
ALKBH2	ENSG00000189046
RNFT1	ENSG00000189050
APOD	ENSG00000189058
H1F0	ENSG00000189060
LITAF	ENSG00000189067
TMEM120A	ENSG00000189077
ARID2	ENSG00000189079
SF3B3	ENSG00000189091
UBE2Q2P1	ENSG00000189136
ZNF573	ENSG00000189144
FAM47E	ENSG00000189157
HN1	ENSG00000189159
ZNF33A	ENSG00000189180
C15orf61	ENSG00000189227
TSPYL1	ENSG00000189241
PNRC2	ENSG00000189266
FHIT	ENSG00000189283
ZKSCAN3	ENSG00000189298
RRP7A	ENSG00000189306
KAZN	ENSG00000189337
SLC35E2B	ENSG00000189339
GSPT2	ENSG00000189369
C8orf76	ENSG00000189376
HMGB1	ENSG00000189403
BLOC1S2	ENSG00000196072
ZNF676	ENSG00000196109
KIAA0895L	ENSG00000196123
MYT1	ENSG00000196132
SERPINA3	ENSG00000196136
AKR1C3	ENSG00000196139
ZNF250	ENSG00000196150
WDSUB1	ENSG00000196151
ACADSB	ENSG00000196177
MPHOSPH8	ENSG00000196199
RNF216P1	ENSG00000196204
ZNF766	ENSG00000196214
SRGAP3	ENSG00000196220
FAM217B	ENSG00000196227
TUBB	ENSG00000196230
LCOR	ENSG00000196233
SUPT5H	ENSG00000196235
XPNPEP3	ENSG00000196236
PPIA	ENSG00000196262
ZNF471	ENSG00000196263
ZNF493	ENSG00000196268
GTF2IRD2	ENSG00000196275
NIF3L1	ENSG00000196290
IARS	ENSG00000196305
POM121	ENSG00000196313
NLGN3	ENSG00000196338
ZKSCAN7	ENSG00000196345
CPNE4	ENSG00000196353
ZNF565	ENSG00000196357
WDR5	ENSG00000196363
LONP1	ENSG00000196365
NUDT11	ENSG00000196368
ASB13	ENSG00000196372
SLC35F1	ENSG00000196376
ZNF34	ENSG00000196378
ZNF140	ENSG00000196387
PTPN1	ENSG00000196396
EVL	ENSG00000196405
ZNF124	ENSG00000196418
XRCC6	ENSG00000196419
PPP1R26	ENSG00000196422
TSC22D2	ENSG00000196428
ARMCX4	ENSG00000196440
PIK3R4	ENSG00000196455
TRAPPC2	ENSG00000196459
MYL6B	ENSG00000196465
SIAH1	ENSG00000196470
C20orf96	ENSG00000196476
NCOR2	ENSG00000196498
PRPF40A	ENSG00000196504
GDAP2	ENSG00000196505
TCEAL3	ENSG00000196507
ANAPC7	ENSG00000196510
AFAP1	ENSG00000196526
NACA	ENSG00000196531
MYO18A	ENSG00000196535
C17orf59	ENSG00000196544
MAN2A2	ENSG00000196547
SULF2	ENSG00000196562
PLXNB2	ENSG00000196576
MYO6	ENSG00000196586
MKL1	ENSG00000196588
HDAC2	ENSG00000196591
TCF4	ENSG00000196628
WNK3	ENSG00000196632
ACN9	ENSG00000196636
ZNF136	ENSG00000196646
ZKSCAN5	ENSG00000196652
ZNF502	ENSG00000196653
TRAPPC4	ENSG00000196655
TECPR2	ENSG00000196663
ZFP62	ENSG00000196670
TOMM7	ENSG00000196683
ZNF33B	ENSG00000196693
AMZ2	ENSG00000196704
ZNF431	ENSG00000196705
NF1	ENSG00000196712
GM2A	ENSG00000196743
LOC388796	ENSG00000196756
CD47	ENSG00000196776
STRN3	ENSG00000196792
ZNF239	ENSG00000196793
CTBP1-AS1	ENSG00000196810
ZSCAN16	ENSG00000196812
MVB12B	ENSG00000196814
ADA	ENSG00000196839
CBWD3	ENSG00000196873
KPNA5	ENSG00000196911
ANKRD36B	ENSG00000196912
PDLIM7	ENSG00000196923
FLNA	ENSG00000196924
SRGAP1	ENSG00000196935
FAM3C	ENSG00000196937
SLC39A10	ENSG00000196950
AP2A1	ENSG00000196961
ZNF585A	ENSG00000196967
ANXA4	ENSG00000196975
LAGE3	ENSG00000196976
WDR45	ENSG00000196998
METTL9	ENSG00000197006
ZNF138	ENSG00000197008
ZNF429	ENSG00000197013
SERTAD1	ENSG00000197019
ZNF100	ENSG00000197020
CXorf40B	ENSG00000197021
ZSCAN25	ENSG00000197037
ANXA6	ENSG00000197043
ZNF441	ENSG00000197044
GMFB	ENSG00000197045
HIST1H4C	ENSG00000197061
ZSCAN26	ENSG00000197062
ARRDC1	ENSG00000197070
ZNF300P1	ENSG00000197083
GAL3ST4	ENSG00000197093
DYNC1H1	ENSG00000197102
PCBP2	ENSG00000197111
ZGPAT	ENSG00000197114
SLC25A29	ENSG00000197119
PGAP1	ENSG00000197121
SRC	ENSG00000197122
ZNF682	ENSG00000197124
ABCB8	ENSG00000197150
SND1	ENSG00000197157
ZNF785	ENSG00000197162
NEK5	ENSG00000197168
PSMD12	ENSG00000197170
GPR123	ENSG00000197177
MIRLET7BHG	ENSG00000197182
C20orf112	ENSG00000197183
ENTPD4	ENSG00000197217
C1D	ENSG00000197223
TBC1D9B	ENSG00000197226
HIST1H4J	ENSG00000197238
RAMP2-AS1	ENSG00000197291
LRP10	ENSG00000197324
PELI1	ENSG00000197329
ZNF655	ENSG00000197343
MRPL21	ENSG00000197345
ZNF786	ENSG00000197362
ZNF675	ENSG00000197372
SLC22A5	ENSG00000197375
SHPK	ENSG00000197417
IPP	ENSG00000197429
GSTK1	ENSG00000197448
HNRNPAB	ENSG00000197451
STMN3	ENSG00000197457
PDGFA	ENSG00000197461
